13417,"Latitude","Longitude"
"5KS9",39.83,101.36
"5KS8",39.82,101.35
"SN90",39.23,95.19
"5KS1",39.19,95.22
"MPR",38.35,97.69
"SN12",37.36,100.47
"MEJ",37.28,100.36
"99KS",37.41,98.65
"K51",37.26,98.55
"17KS",38.5,95.68
"81KS",39.16,95.58
"SN93",38.65,95.99
"45K",39.09,97.72
"SN09",39.11,97.68
"SN94",37.47,100
"75KS",37.39,99.87
"2K6",37.38,96.27
"67KS",37.59,100.44
"K17",37.59,100.47
"98KS",37.45,100.49
"74KS",37.93,95.22
"SN97",37.33,101.2
"47K",38.21,97.5
"2K7",37.44,95.65
"48K",38.47,99.91
"EWK",38.06,97.27
"NRN",39.85,99.89
"49K",37.46,97.83
"OEL",39.11,100.82
"OIN",39.83,100.54
"7KS8",39.83,100.58
"51K",38.93,94.89
"97KS",38.81,94.76
"OJC",38.85,94.74
"IXD",38.83,94.89
"SN99",39.4,96.62
"52K",39.5,96.17
"0KS0",38.63,95.93
"53K",38.63,95.8
"K75",39.43,98.68
"7KS0",39.27,95.32
"K67",37.16,95.04
"SN42",38.56,95.21
"OWI",38.54,95.25
"SN57",38.7,95.3
"7KS2",38.85,95.47
"55K",37.27,97.09
"68KS",38.57,94.78
"K81",38.54,94.92
"14KS",38.27,94.9
"8KS5",37.32,95.28
"0KS8",37.38,95.37
"PPF",37.33,95.51
"80KS",38.16,97.19
"0KS6",37.45,97.32
"PHG",39.74,99.32
"SN81",39.18,94.87
"PTS",37.45,94.73
"2KS5",37.27,100.59
"0R9",39.19,99.3
"57K",38.13,94.75
"6KS5",38.23,94.66
"0P1",39.83,99.57
"PTT",37.7,98.75
"6KS1",39.07,100.25
"SN49",39.69,97.97
"28KS",38.54,95.16
"1KS1",38.46,95.23
"4KS7",37.56,97.07
"RSL",38.87,98.81
"K83",39.9,95.78
"58KS",38.92,97.71
"SN00",38.85,97.55
"SLN",38.79,97.65
"1KS6",38.87,97.54
"SN98",37.42,100.94
"1KS7",37.67,101.02
"1K9",37.46,100.98
"1KS8",38.52,100.99
"TQK",38.47,100.89
"61K",37.15,96.19
"12KS",37.94,97.49
"6KS2",39.44,100.63
"62K",39.85,96.11
"2KS1",39.77,95.25
"2KS2",37.66,96.29
"6KS4",38.91,101.78
"K82",39.76,98.79
"31KS",38,97.93
"2KS4",37.45,98.23
"41KS",38.74,94.8
"SYF",39.76,101.8
"02KS",39.22,96.06
"1KS5",39.16,96.1
"8K4",39.27,96.06
"91KS",39.24,96.03
"3TA",37.96,98.65
"63K",38.82,94.61
"8KS7",38.73,94.65
"0S2",39.38,99.3
"19S",37.49,100.83
"2KS8",39.12,98.4
"SN95",37.98,98.4
"3K3",37.99,101.75
"11KS",39.12,95.15
"33KS",39.15,95.61
"FOE",38.95,95.66
"3KS1",39.16,95.74
"TOP",39.07,95.62
"2KS9",38.9,95.58
"90KS",38.98,95.6
"5K2",38.45,101.75
"61KS",39.76,95.1
"18KS",37.37,97.11
"3KS3",37.4,97.19
"3KS4",37.77,101.43
"8KS0",37.81,101.46
"ULS",37.6,101.37
"3KS7",37.83,97.35
"46KS",37.83,97.36
"3KS5",37.85,97.35
"SN68",37.88,97.31
"0H1",39,99.89
"83KS",39.24,96.3
"69K",39.2,96.26
"K38",39.73,97.05
"EGT",37.32,97.39
"4KS1",38.69,95.03
"09KS",38.71,95.14
"SN85",38.73,95.1
"9KS1",38.66,95.09
"54KS",38.8,95.11
"BEC",37.69,97.22
"CEA",37.65,97.25
"AAO",37.75,97.22
"IAB",37.62,97.27
"K32",37.75,97.41
"44KS",37.61,97.16
"71K",37.65,97.38
"72K",37.6,97.36
"ICT",37.65,97.43
"70K",37.77,97.44
"40KS",38.54,95.45
"8KS9",38.44,95.43
"71KS",39.1,95.3
"77KS",37.37,96.88
"2KS3",38.84,98.49
"85KS",39.3,95.21
"WLD",37.17,97.04
"8K5",37.85,95.75
"5KY7",36.64,85.16
"DWU",38.55,82.74
"34KY",36.91,86.78
"84KY",37.82,85.54
"BRY",37.81,85.5
"5KY2",36.85,88.93
"3KY7",38.1,86.46
"3KY6",38.03,86.23
"5KY9",37.33,86.25
"57KY",37.37,82.32
"42KY",36.78,88.22
"05KY",37.54,84.41
"BWG",36.96,86.42
"0KY5",36.81,86.38
"2KY3",36.83,86.46
"73KY",38.03,85.8
"23KY",37.23,88.32
"08KY",36.97,84.63
"1M9",36.82,87.91
"5KY5",36.86,87.79
"96KY",37.55,87.27
"4KY4",37.59,87.28
"AAS",37.36,85.31
"3KY4",38.67,85.18
"16KY",38.44,83.12
"44KY",37.35,83.34
"66KY",37.51,86.21
"0KY7",36.64,89
"I96",37.09,85.35
"CVG",39.05,84.67
"82KY",38.28,85.48
"74KY",36.9,88.85
"0I8",38.37,84.28
"99KY",37.66,84.69
"DVK",37.58,84.77
"8M7",37.19,87.68
"59KY",37.9,85.56
"19KY",38.71,84.6
"EKX",37.69,85.93
"2KY4",37.66,85.81
"5KY4",36.8,87.18
"40KY",38.29,85.21
"53KY",37.27,84.56
"2I3",37.61,86.51
"K62",38.7,84.39
"58KY",38.12,85.33
"FGX",38.54,83.74
"67KY",38.98,84.67
"HOP",36.67,87.49
"FTK",37.91,85.97
"6KY4",36.75,85.95
"FFT",38.18,84.91
"0KY1",36.77,86.62
"35KY",36.71,86.64
"1M7",36.53,88.92
"27K",38.23,84.43
"M34",37.01,88.3
"4KY1",36.9,85.77
"GLW",37.03,85.95
"M21",37.23,87.16
"4KY0",36.76,88.38
"I93",37.79,86.44
"I35",36.86,83.36
"5KY8",37.89,84.93
"7K4",37.46,86.85
"3KY0",37.9,86.79
"K20",37.39,83.26
"03KY",37.79,87.54
"EHR",37.81,87.69
"04KY",37.14,85.79
"86KY",37.62,85.79
"21KY",37.54,85.74
"HVC",36.86,87.46
"JKL",37.59,83.32
"K24",37.01,85.1
"76KY",38.01,84.84
"M20",37.4,86.26
"KY8",37.95,86.86
"LEX",38.04,84.61
"I53",37.31,85.06
"3KY2",37.15,84.26
"LOZ",37.09,84.08
"07KY",38.08,85.69
"LOU",38.23,85.66
"6KY6",38.36,85.36
"SDF",38.17,85.74
"2I0",37.36,87.4
"0KY8",37.12,83.74
"5M9",37.34,88.11
"M25",36.77,88.58
"1A6",36.61,83.74
"2KY8",38.11,84.85
"EKQ",36.86,84.86
"M97",38.22,83.59
"24KY",37.22,87.43
"IOB",38.06,83.98
"77KY",38.11,83.87
"28KY",36.58,88.31
"CEY",36.66,88.37
"54KY",36.73,88.25
"85KY",38.47,85.14
"12KY",38.46,85.17
"79KY",37.87,84.61
"2I2",38.25,83.14
"2KY5",38.38,83.15
"0KY4",37.56,87.08
"13KY",37.71,87.16
"OWB",37.74,87.17
"0KY0",38.62,84.78
"61KY",38.55,84.76
"PAH",37.06,88.77
"5KY3",36.97,88.57
"9KY9",37.75,82.78
"52KY",38.12,84.3
"14KY",38.17,84.37
"15KY",38.16,84.3
"31KY",38.11,84.32
"50KY",38.13,84.33
"71KY",39.03,84.87
"92KY",38.28,85.47
"PBX",37.56,82.57
"18I",36.7,84.39
"K22",37.75,82.64
"2M0",37.12,87.86
"8M9",37.42,87.74
"1KY7",37.83,84.18
"I39",37.63,84.33
"94KY",37.5,87.33
"4M7",36.8,86.81
"93KY",37.47,87.25
"80KY",37.4,87.24
"17KY",37.39,87.26
"6KY3",38.33,85.21
"64KY",38.15,85.12
"3KY9",38.13,85.13
"4KY8",37.95,85.7
"5KY6",38.42,85.26
"SME",37.05,84.62
"68KY",37.02,84.73
"36KY",37.66,85.15
"6I2",37.63,85.24
"00KY",37.41,84.62
"I50",37.85,83.85
"TWT",37.54,87.95
"7KY3",38.08,85.24
"3KY3",38.04,85.36
"TZV",36.73,85.65
"3KY1",37.64,87.13
"20KY",38.82,84.67
"4KY7",38.82,84.68
"7KY2",38.8,84.66
"70KY",37.82,85.96
"9I3",37.91,83.25
"4KY5",38.03,83.89
"72KY",36.77,84.2
"W38",36.8,84.2
"75KY",37.94,84
"0R3",29.98,92.08
"LS68",29.93,92.21
"LA60",29.82,92.12
"35LA",29.97,92.18
"AEX",31.33,92.55
"9LA6",31.31,92.61
"ESF",31.4,92.3
"05LS",31.25,92.48
"LS40",29.95,90.29
"9LA9",30.73,90.45
"LA79",30.72,90.36
"LA67",30.95,91.58
"5F0",32.53,92.95
"22LS",30.4,91.97
"LS91",30.42,91.97
"LA01",30.48,92.55
"05LA",32.27,91.7
"BQP",32.76,91.88
"LA63",32.97,91.83
"BTR",30.53,91.15
"3LA3",30.5,91.24
"21LA",30.3,91.22
"54LA",30.56,91.04
"0LA3",32.75,93.87
"65LA",29.87,90.02
"LA04",30.05,91.07
"LS69",32.64,93.66
"BXA",30.81,89.87
"BAD",32.5,93.66
"68LA",32.33,93.52
"LS34",30.31,91.88
"LA16",30.25,91.87
"LA41",30.32,91.94
"LA76",30.23,91.91
"L89",30.38,92.15
"0LS4",30.81,92.19
"2LA4",30.93,92.18
"2R6",30.96,92.23
"LA77",30.96,92.17
"1LS5",29.8,93.33
"2LS2",29.87,91.54
"LA81",30,92.28
"6LA5",30.45,92.24
"37LA",31.73,91.58
"LA83",30.9,91.05
"4LA8",30.71,90.87
"F86",32.12,92.05
"LA48",30.99,92.04
"LA51",32.02,93.43
"0R7",31.99,93.31
"LA87",30.51,90.15
"LS76",30.46,90.17
"L31",30.45,89.99
"23LA",30.63,90.08
"99LA",30.29,92.39
"3R2",30.16,92.48
"LA90",30.46,92.43
"9LS1",32.7,91.38
"5R8",30.44,93.47
"DRI",30.83,93.34
"34LA",30.77,93.27
"0M9",32.41,91.5
"44LA",30.65,93.06
"66LA",30.51,91.39
"00LS",30.14,92.43
"4R7",30.47,92.42
"91LA",30.53,92.37
"80LA",30.43,92.32
"LA57",30.4,92.41
"F87",32.73,92.34
"1LS8",31.68,91.5
"LA26",30.66,90.23
"POE",31.04,93.19
"2R7",30.82,90.11
"GAO",29.44,90.26
"LA54",32.84,93.84
"11LS",30.98,92.57
"1LS0",30.22,90.88
"0LA1",30.23,90.97
"L38",30.17,90.94
"08LS",30.4,92.02
"1LA1",29.98,90.43
"HDC",30.52,90.42
"LS86",30.68,90.42
"LA13",30.58,90.32
"1LA3",30.03,92.83
"70LA",31.17,92.76
"5F4",32.79,93
"HUM",29.57,90.66
"LA73",29.61,90.8
"2LA0",29.79,92.16
"2LA5",30.34,92.43
"LA68",30.32,92.52
"LS36",30.25,92.97
"LA71",30.22,93
"2LA6",30.83,91.17
"4LA3",30.81,91.21
"2R1",29.9,91.67
"1R1",31.67,92.16
"3R7",30.24,92.67
"LS16",32.01,91.76
"F88",32.2,92.73
"L32",31.62,91.83
"3LA0",29.92,92.25
"LA61",30.01,92.24
"13LS",29.99,92.39
"5F5",32.34,93.8
"56LA",32.35,93.82
"86LA",30.97,90.67
"3LA1",30.56,92.8
"LA31",30.2,92.93
"LFT",30.21,91.99
"LA32",30.08,92.68
"3LA4",29.8,92.8
"CWF",30.21,93.14
"LA21",30.26,93.14
"LCH",30.13,93.22
"3LA9",30.23,93.09
"3LA6",30.14,93.08
"3LA8",30.14,93.23
"0M8",32.83,91.19
"6LA1",32.98,91.21
"L39",31.17,93.34
"LA25",30.7,92.41
"LS04",32.32,91.84
"3F3",32.07,93.77
"3R4",31.54,93.49
"7LA0",30.53,91.53
"MKV",31.09,92.07
"62LA",30.08,92.21
"2LS3",30.62,91.75
"5LS6",32.77,91.8
"97LA",30.03,92.06
"F24",32.65,93.3
"90LA",32.61,93.32
"LA33",32.58,92.11
"0LS9",32.5,91.98
"MLU",32.51,92.04
"LA34",32.41,92.07
"40LA",32.35,91.97
"LS46",31.46,91.82
"5LA1",31.03,91.98
"1LA5",30.8,92.06
"IER",31.74,93.1
"ARA",30.04,91.88
"LS38",30.01,91.87
"NEW",30.04,90.03
"MSY",29.99,90.26
"NBG",29.83,90.04
"HZR",30.72,91.48
"0LS7",30.61,91.48
"LS83",32.06,91.25
"2LA7",32.97,91.43
"9M6",32.85,91.4
"01LA",32.64,91.77
"ACP",30.75,92.69
"6LA4",30.81,92.59
"5F8",32.79,93.96
"L47",31.9,92.22
"OPL",30.56,92.1
"38LS",30.24,91.83
"PTN",29.71,91.34
"2L0",31.34,92.44
"LA15",30.26,91.29
"L66",31.48,92.46
"32LS",30.42,90.36
"LA46",30.5,91.3
"17LS",30.61,91.99
"7LA1",29.46,89.68
"LA42",30.35,90.92
"7LA3",30.48,93.23
"12LS",30.18,92.29
"LA30",30.25,92.24
"M79",32.49,91.77
"1L0",30.09,90.58
"LS92",30.6,90.32
"LA56",32.34,93.66
"RSN",32.51,92.59
"10LA",30.25,92.1
"DTN",32.54,93.75
"SHV",32.45,93.83
"22LA",31,91.88
"16LS",30.94,91.79
"LS77",30.73,91.15
"LS25",30.7,91.06
"01LS",30.72,91.08
"ASD",30.35,89.82
"LA58",32.98,92.59
"SPH",32.98,93.41
"LS35",30.76,91.28
"21LS",30.87,91.43
"L33",31.97,91.24
"12LA",30.28,93.36
"UXL",30.13,93.38
"9LS5",32.28,91.13
"M80",32.42,91.15
"TVR",32.35,91.03
"9LS9",32.41,91.35
"0LS0",29.75,90.74
"L83",29.75,90.83
"LS14",30.07,92.83
"0R4",31.56,91.51
"LA40",31.34,91.59
"38LA",30.78,92.18
"3F4",32.86,94.01
"8TA9",30.64,92.06
"LS39",30.59,90.98
"0LA9",30.59,90.86
"LS18",30.22,92.78
"6R1",30.24,92.83
"LS10",30.27,93.31
"58LA",30.92,91.17
"0R5",31.96,92.66
"LS11",32.15,91.84
"6LA6",32.22,91.87
"F89",32.15,91.7
"9LA1",31.91,91.76
"0LS8",30.29,92.94
"1R4",31.13,92.5
"33LA",30.07,91.99
"5LS9",31.53,93.71
"6MA2",42.86,71
"8B5",42.36,72.13
"BED",42.47,71.29
"31MA",42.26,72.41
"1M8",41.84,71.03
"MA19",42.37,71.64
"BVY",42.58,70.92
"BOS",42.36,71.01
"MA30",42.1,71.97
"CQX",41.69,69.99
"1B2",41.36,70.52
"FMH",41.66,70.52
"5B6",41.59,70.54
"FIT",42.55,71.76
"GDM",42.55,72.02
"15MA",41.42,70.91
"MA43",42.07,72.9
"GBR",42.18,73.4
"03MA",42.39,72.55
"28M",42.03,70.84
"04MA",42.81,71.14
"MA16",42.36,71.82
"1B6",42.11,71.51
"HYA",41.67,70.28
"MA36",42.67,70.85
"LWM",42.72,71.12
"1B9",42,71.2
"9B1",42.34,71.51
"GHG",42.1,70.67
"2B1",41.69,70.4
"MA52",42.44,71.47
"3MA2",42.32,73.03
"0B5",42.59,72.52
"MA55",41.33,70.3
"ACK",41.25,70.06
"EWB",41.68,70.96
"MA89",42.35,72.1
"2B2",42.8,70.84
"AQW",42.7,73.17
"7B2",42.33,72.61
"OWD",42.19,71.17
"MA44",41.44,70.57
"ORE",42.57,72.29
"13MA",42.22,72.31
"MA64",42.08,70.82
"MA63",42.07,70.8
"26MA",42.7,71.55
"PSF",42.43,73.29
"PYM",41.91,70.73
"PVC",42.07,70.22
"MA18",42.08,73.31
"61MA",42.53,71.66
"09MA",42.3,71.51
"1MA5",42.28,71.55
"08MA",42.29,71.5
"3B0",42.1,72.04
"28MA",42.08,72.82
"60M",42.29,71.96
"CEF",42.19,72.53
"3B3",42.43,71.79
"6B6",42.46,71.52
"MA70",42.35,71.43
"MA97",42.13,71.74
"TAN",41.87,71.02
"MA72",41.3,70.26
"MA75",42.04,71.62
"MVY",41.39,70.61
"MA53",42.28,72.21
"11MA",41.81,70.76
"MA77",42.38,73.15
"5MA3",42.19,72.14
"MA80",42.12,72.81
"BAF",42.16,72.72
"5MA9",41.51,71.03
"3MA5",41.54,71.04
"MA86",42.51,73.06
"ORH",42.27,71.88
"MA88",42.39,72.93
"APG",39.47,76.17
"3MD4",38.98,76.64
"ANP",38.94,76.57
"BWI",39.18,76.67
"W48",39.26,76.43
"MTN",39.33,76.41
"MD14",38.52,76.68
"4MD1",38.37,75.23
"4MD3",38.44,75.16
"2MD3",39.23,77.35
"MD16",39.23,77.08
"MD17",39.52,76.73
"1MD1",38.57,76.29
"CGE",38.54,76.03
"MD18",38.59,76.14
"3MD8",38.61,76.17
"MD82",38.54,76.28
"MD04",38.57,76.24
"ADW",38.81,76.87
"MD93",39.38,75.91
"MD21",39.12,76.1
"05MD",39.25,76.21
"MD63",39.27,76.01
"MD19",39.2,76.03
"0MD4",39.27,76.19
"MD66",39.34,76.1
"MD11",39.28,76.06
"MD62",39.13,76
"MD23",39.14,76.04
"MD91",39.15,76.02
"0W3",39.57,76.2
"MD24",39.24,76.95
"4MD4",38.34,76.74
"2MD1",38.31,76.72
"W32",38.75,76.93
"0MD2",38.29,76.87
"CGS",38.98,76.92
"MD77",39.26,77.34
"6MD4",39.72,76.21
"W41",38.02,75.83
"6MD2",39.25,75.88
"CBE",39.62,78.76
"1W3",39.61,78.76
"MD46",39.27,77.01
"MD22",38.78,76.56
"6MD1",38.84,75.91
"9MD9",38.85,75.69
"MD41",38.9,75.91
"3MD6",38.19,76.45
"4MD6",39.63,76.26
"ESN",38.8,76.07
"MD28",38.81,75.99
"EDG",39.39,76.29
"1W5",39.41,76.93
"58M",39.57,75.87
"93MD",39.56,75.83
"MD12",39.64,77.29
"W42",39.5,76.41
"7MD1",38.7,75.85
"00MD",38.76,75.75
"MD95",39.48,76.88
"MD31",39.58,76.37
"FME",39.09,76.76
"3MD0",39.35,77.34
"FDK",39.42,77.37
"4MD8",39.36,77.34
"VKX",38.75,76.96
"GAI",39.17,77.17
"29MD",39.36,75.81
"6MD7",39.34,75.77
"8MD4",38.98,75.78
"HGR",39.71,77.73
"22MD",39.59,77.65
"MD35",38.43,75.65
"3MD5",38.62,75.84
"MD39",38.52,77.25
"2W5",38.6,77.07
"1MD3",39.31,75.99
"MD42",39.62,77.23
"5MD8",38.49,77.01
"MD97",38.46,77.05
"MD83",38.52,77.07
"MD43",39.12,76.5
"W18",39.08,76.83
"W50",39.24,77.15
"8MD7",38.24,76.66
"MD45",38.23,76.63
"2W6",38.32,76.55
"2MD6",38.14,76.47
"8MD5",39.5,77.22
"MD47",39.33,77.1
"MD48",39.47,76.5
"MD50",38.36,76.41
"4MD0",38.37,76.48
"2MD0",38.05,75.7
"7MD0",39.07,75.73
"MD1",39.3,75.8
"W00",38.94,76.77
"0MD6",39.38,77.11
"MD55",38.4,77.19
"70MD",38.46,77.24
"MD56",39.57,77.12
"16MD",39.67,75.96
"2G4",39.58,79.34
"2MD8",39.33,79.44
"42MD",39.47,79.43
"4MD2",39.43,79.45
"OXB",38.31,75.12
"4MD9",39.48,76.76
"NHK",38.29,76.41
"6MD8",38.44,75.4
"7MD7",38,75.58
"MD57",38.01,75.62
"MD00",38.05,75.55
"62MD",38.49,76.64
"5MD7",38.13,75.76
"5MD5",38.2,75.71
"MD09",38.92,75.97
"MD01",38.14,76.36
"MD85",38.93,75.89
"RJD",38.97,75.87
"MD61",39.72,76.07
"8MD6",38.4,77.15
"1N5",38.41,75.62
"2MD4",38.39,75.56
"SBY",38.34,75.51
"11MD",38.43,75.63
"NUI",38.15,76.43
"MD64",38.8,76.27
"W29",38.98,76.33
"7MD8",38.86,76.36
"3W3",38.92,76.36
"MD69",39.33,76.08
"MD70",39.18,75.91
"32MD",39.19,75.88
"0MD1",39.19,75.79
"25MD",39.17,75.84
"MD20",39.64,77.12
"4MD7",39.65,77.37
"7MD9",38.74,76.32
"MD06",38.34,76.88
"MD74",39.47,77.2
"MD73",39.46,77.15
"MD05",38.51,77.12
"07MD",39.61,77.05
"DMW",39.61,77.01
"2W2",39.47,77.02
"1MD8",39.68,77.1
"6MD3",39.6,77.55
"8MD0",39.38,77.02
"MD78",39.38,77.07
"ME89",43.61,70.97
"02ME",43.54,70.93
"LEW",44.05,70.28
"AUG",44.32,69.8
"08ME",44.81,70.35
"BGR",44.81,68.83
"BHB",44.45,68.36
"BST",44.41,69.01
"ME60",44.47,69.82
"09ME",43.34,70.85
"ME61",43.29,70.9
"0B1",44.43,70.81
"B19",43.46,70.47
"ME08",45.04,69.87
"07B",44.45,68.57
"08B",44,69.89
"0B2",44.76,68.77
"18ME",43.89,69.5
"ME03",45.34,69.05
"NHZ",43.89,69.94
"ME70",45.04,69.48
"ME14",44.23,69.12
"CAR",46.87,68.02
"14ME",44.79,69.07
"B21",45.09,70.22
"ME06",45.03,67.31
"ME19",46.62,69.52
"ME2",44.68,67.26
"43B",44.73,67.99
"1B0",45,69.24
"3S2",44.51,70.41
"44B",45.18,69.24
"EPM",44.91,67.01
"3B4",43.14,70.77
"ME20",44.6,69.62
"ME00",46.77,67.85
"ME25",47.17,68.39
"FVE",47.29,68.31
"57ME",43.92,70.85
"IZG",43.99,70.95
"40ME",44.11,70.96
"ME91",43.68,70.5
"ME39",44.24,70.13
"3B1",45.46,69.55
"ME33",43.78,70.01
"03ME",44.08,70.63
"ME47",44.85,69.46
"HUL",46.12,67.79
"57B",44.3,68.91
"59B",45.63,70.25
"ME92",44.52,70.22
"ME34",44.17,69.43
"05ME",44.66,67.56
"ME46",43.41,70.45
"ME45",43.41,70.43
"ME35",44.93,69.01
"ME16",46.95,67.89
"63B",43.76,70.67
"LRG",45.36,68.53
"ME75",43.95,70.14
"B10",44.41,70.15
"65B",44.84,67.03
"MVM",44.7,67.48
"35ME",43.87,68.89
"66B",45.03,67.35
"04ME",44.67,69.89
"MLT",45.65,68.69
"ME36",44.51,69.95
"71ME",43.97,70.6
"54ME",43.95,70.32
"ME74",44.75,68.98
"ME68",44.82,69.24
"OWK",44.72,69.87
"ME41",44.15,68.88
"15ME",43.82,70.23
"OLD",44.95,68.67
"81B",44.16,70.48
"ME44",44.29,70.45
"ME88",44.99,67.07
"2B7",44.77,69.37
"ME05",46.75,68.47
"PWM",43.65,70.31
"PQI",46.69,68.04
"PNN",45.2,67.56
"8B0",44.99,70.66
"RKD",44.06,69.1
"ME22",45.67,69.81
"13ME",45.78,69.81
"ME17",44.66,70.59
"90ME",44.52,70.55
"ME69",44.07,70.06
"98ME",43.58,70.52
"SFM",43.39,70.71
"ME32",45.09,69.26
"55ME",44.32,68.14
"12ME",44.32,69.21
"93B",44.17,68.68
"ME5",44.17,68.43
"3B5",44.19,70.23
"ME94",44.22,69.29
"17ME",47.2,67.99
"ME67",47.13,67.97
"ME55",44.07,68.82
"ME6",44.17,70.02
"WVL",44.53,69.68
"ME64",43.38,70.93
"ME62",44.81,69.47
"ME26",43.67,70.36
"ME79",45.31,69.35
"24ME",43.82,70.44
"IWI",43.96,69.71
"2MI5",42.94,85.49
"ADG",41.87,84.08
"42MI",42.22,84.81
"38MI",42.47,85.98
"35D",42.53,85.82
"6MI2",42.97,85.96
"AMN",43.32,84.69
"APN",45.08,83.56
"53M",45.13,83.45
"ARB",42.22,83.75
"77MI",42.07,85.24
"Y93",45,84.13
"39G",43.03,82.67
"MI01",43.06,82.68
"07D",43.06,82.72
"E53",43.78,82.99
"BAX",43.78,82.99
"MI67",43.29,85.78
"7D3",43.88,85.84
"2P4",46.79,88.58
"45MI",46.26,84.13
"MI68",41.94,86.5
"41G",42.84,84.48
"BTL",42.31,85.25
"3CM",43.55,83.9
"47MI",43.53,83.85
"SJX",45.69,85.57
"6Y8",45.72,85.52
"ACB",44.99,85.2
"43G",42.18,83.55
"MI06",42.92,84.28
"BEH",42.13,86.43
"C20",41.95,86.37
"RQB",43.72,85.5
"44G",41.86,83.87
"N98",45.21,84.99
"BFA",45.17,84.92
"MI23",43.35,83.87
"MI25",41.92,86.55
"45G",42.57,83.78
"MI02",41.99,83.8
"6G8",42.1,84.24
"54MI",42.81,84.08
"6MI6",41.85,86.44
"MI72",41.85,86.35
"30MI",41.86,86.33
"MI88",42.73,85.91
"CAD",44.28,85.42
"W87",42.02,83.38
"CFS",43.46,83.45
"47G",43.24,84.88
"25MI",43.92,83.28
"MI95",41.85,85.9
"28MI",44.87,85.79
"MI73",43.26,85.55
"5MI1",43.25,85.54
"CVX",45.3,85.28
"MI11",42.53,84.8
"FPK",42.57,84.81
"49G",42.58,84.91
"79MI",46.98,88.54
"SLH",45.65,84.52
"2M7",45.53,84.31
"8MI9",42.31,84.11
"50G",43.18,84.13
"2MI0",43.22,84.05
"48D",43.83,84.74
"7N4",42.08,83.99
"51G",43.14,83.8
"MI05",43.17,83.79
"OEB",41.93,85.05
"7MI7",42.38,85.58
"55G",43.3,82.61
"39MI",46.17,88.17
"50D",46.01,88.27
"MI19",43.93,86.17
"6G0",43.03,83.53
"12MI",43.05,83.49
"MI10",42.87,84.71
"56G",43.58,82.65
"DET",42.41,83.01
"DTW",42.21,83.35
"YIP",42.24,83.53
"ONZ",42.1,83.16
2.00E+008,42.43,83.87
"C91",41.99,86.13
"DRM",46.01,83.74
"14MI",42.85,85.57
"MI94",45.78,88.07
"Y94",45.13,85.11
"MI24",45.14,85.01
"6D9",44.31,83.42
"59M",45.06,85.36
"04MI",42.53,84.63
"60G",42.58,84.65
"34U",44.84,85.43
"68R",43.4,84.8
2.00E+002,42.95,82.78
"Y87",44.79,86
"M84",41.78,83.52
"ESC",45.72,87.09
"9C8",43.9,85.28
"MI15",42.73,82.67
"4MI7",43.81,84.82
"MI76",42.55,86.22
"9MI6",42.74,83.76
"MI98",46.2,84.74
"MI60",44.59,85.31
"FNT",42.97,83.74
"MI18",43.09,83.84
"3DA",43.05,83.81
"65G",42.72,84.06
"66G",43.31,83.71
"FKS",44.63,86.2
"FFX",43.44,86
"39Z",43.11,86.12
"16MI",42.89,83.87
"2MI3",42.31,85.46
"MI77",42.3,85.42
"GLR",45.01,84.7
"4Y4",44.91,84.88
"68G",43.13,83.63
"43MI",45.86,87.12
"GDW",43.97,84.48
"0MI1",44.14,84.44
"3GM",43.03,86.2
"4D0",42.77,84.73
"Y98",46.62,85.92
"GRR",42.88,85.52
"MI78",42.92,85.78
"01C",43.34,85.78
"GOV",44.68,84.73
"0MI3",44.63,84.48
"6MI0",44.61,84.95
"02MI",43.16,85.15
"6D6",43.14,85.25
"MI80",43.13,85.4
"69G",42.44,84.07
"0MI4",46.27,87.39
"H80",44.36,83.76
"CMX",47.17,88.49
"MGN",45.43,84.91
"4Y9",44.31,85.77
"80D",44.05,84.81
"5Y0",44.67,83.31
"Z92",42.59,82.58
"C04",43.64,86.33
"9D9",42.66,85.35
"5Y1",46.04,84.42
"Y95",45.08,83.94
"JYM",41.92,84.59
"HLM",42.8,86.16
"BIV",42.74,86.11
"5MI8",42.67,84.49
"HTL",44.36,84.67
"5Y2",44.33,84.79
"MI27",42.61,83.85
"OZW",42.63,83.98
"1MI5",42.6,83.86
"4Y1",42.57,83.86
"1MI8",44.85,83.64
"MI82",42.88,85.96
"0MI6",46.39,85.18
"Y65",45.41,84.6
"Y88",44.61,85.76
"Y70",42.94,85.06
"MI92",45.93,88.1
"IMT",45.82,88.11
"Y73",46.08,88.64
"IWD",46.53,90.13
"M61",46.35,87.79
"JXN",42.26,84.46
"5MI7",42.36,84.42
"08C",42.94,85.81
"66MI",42.23,85.48
"AZO",42.23,85.55
"4N0",42.29,85.75
"Y89",44.73,85.2
"24M",43.24,85.71
"15W",42.89,84.39
"07MI",43.86,85.02
"Y91",44.32,85.17
"3MI0",43.94,85.02
"D15",43.64,84.98
"13C",43.45,85.26
"DUH",41.74,83.66
"LAN",42.78,84.59
"D95",43.07,83.27
"MI31",42.1,85.84
"8M8",44.81,84.28
"2MI7",43.35,82.55
"3L7",44.74,83.38
"9G2",42.81,83.77
"MI35",42.08,84.83
"24C",42.95,85.34
"26MI",42.92,85.38
"LDM",43.96,86.41
"95MI",44.09,85.72
"5Y4",44.66,84.24
"MCD",45.87,84.64
"MI70",42.07,83.88
"D90",44.93,85.07
"75G",42.2,84.03
"MBL",44.27,86.25
